 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.08,1.74,1.2,1.1,1.04,0.91,0.27
01:00 - 02:00,0.08,0.77,1.02,0.94,0.83,0.88,0.11
02:00 - 03:00,0.19,0.86,0.75,0.64,0.61,0.69,0.16
03:00 - 04:00,0.37,0.67,0.69,0.61,0.53,0.67,0.64
04:00 - 05:00,0.21,0.67,0.72,0.67,0.45,0.59,0.11
05:00 - 06:00,0.11,0.43,0.45,0.72,0.51,0.37,0.24
06:00 - 07:00,0.11,0.32,0.32,0.32,0.24,0.08,0.27
07:00 - 08:00,0.13,0.08,0.21,0.11,0.24,0.16,0.05
08:00 - 09:00,0.16,0.21,0.19,0.05,0.11,0.08,0.08
09:00 - 10:00,0.08,0.13,0.05,0.24,0.21,0.13,0.0
10:00 - 11:00,0.08,0.32,0.08,0.13,0.19,0.19,0.0
11:00 - 12:00,0.56,0.27,0.16,0.16,0.11,0.08,0.0
12:00 - 13:00,0.4,0.13,0.13,0.32,0.13,0.03,0.03
13:00 - 14:00,0.27,0.21,0.08,0.16,0.27,0.11,0.0
14:00 - 15:00,0.35,0.48,0.21,0.4,0.16,0.05,0.16
15:00 - 16:00,0.56,0.4,0.72,0.53,0.35,0.27,0.24
16:00 - 17:00,0.75,0.96,0.94,1.23,1.2,0.11,0.05
17:00 - 18:00,1.31,1.1,1.5,1.28,1.26,0.32,0.11
18:00 - 19:00,1.84,1.5,1.63,1.42,1.28,0.27,0.16
19:00 - 20:00,1.74,1.23,1.87,1.52,1.31,0.13,0.29
20:00 - 21:00,1.36,1.34,1.58,1.63,1.66,0.11,0.13
21:00 - 22:00,1.39,1.6,1.52,1.76,1.5,0.03,0.19
22:00 - 23:00,1.28,1.71,1.95,1.52,1.76,0.13,0.37
23:00 - 00:00,1.9,1.6,1.42,1.42,1.34,0.13,0.19
