 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.26,0.17,0.2,0.12,0.32,0.03,0.03
01:00 - 02:00,0.2,0.29,0.23,0.14,0.17,0.06,0.06
02:00 - 03:00,0.35,0.69,0.66,0.86,0.4,0.06,0.03
03:00 - 04:00,0.75,0.89,0.75,0.81,0.69,0.14,0.03
04:00 - 05:00,1.09,1.21,1.44,1.75,1.06,0.2,0.0
05:00 - 06:00,1.55,1.67,1.75,1.61,1.81,0.06,0.09
06:00 - 07:00,1.18,1.38,1.75,1.04,1.55,0.17,0.03
07:00 - 08:00,1.09,1.06,1.41,1.01,1.18,0.14,0.09
08:00 - 09:00,1.44,1.84,1.58,1.41,1.55,0.17,0.03
09:00 - 10:00,1.47,1.35,1.9,1.38,1.15,0.37,0.09
10:00 - 11:00,1.64,1.55,1.84,1.32,1.52,0.17,0.26
11:00 - 12:00,1.55,1.38,1.24,1.41,1.32,0.09,0.26
12:00 - 13:00,0.52,1.18,1.5,1.5,0.89,0.09,0.37
13:00 - 14:00,0.69,0.55,0.95,1.18,1.18,0.06,0.06
14:00 - 15:00,0.4,0.32,0.43,0.83,0.6,0.29,0.06
15:00 - 16:00,0.63,0.49,0.49,0.75,0.32,0.12,0.06
16:00 - 17:00,0.6,0.63,0.46,0.72,0.49,0.12,0.09
17:00 - 18:00,0.35,0.58,0.63,0.37,0.49,0.09,0.03
18:00 - 19:00,0.37,0.6,0.6,0.66,0.26,0.26,0.12
19:00 - 20:00,0.32,0.26,0.23,0.37,0.09,0.03,0.06
20:00 - 21:00,0.2,0.2,0.69,0.2,0.14,0.0,0.09
21:00 - 22:00,0.06,0.26,0.03,0.32,0.09,0.06,0.0
22:00 - 23:00,0.09,0.17,0.17,0.23,0.17,0.03,0.14
23:00 - 00:00,0.14,0.26,0.14,0.35,0.09,0.06,0.2
