 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.2,0.13,0.33,0.39,0.65,0.0,0.07
01:00 - 02:00,1.5,1.56,0.91,1.76,1.04,0.33,0.0
02:00 - 03:00,1.69,1.96,1.69,1.89,1.63,0.33,0.13
03:00 - 04:00,1.3,0.98,1.24,0.85,1.69,0.13,0.13
04:00 - 05:00,1.11,0.91,2.09,2.09,0.78,0.39,0.13
05:00 - 06:00,1.83,1.3,1.43,1.24,2.22,0.33,0.07
06:00 - 07:00,1.17,1.3,1.17,1.69,2.02,0.2,0.33
07:00 - 08:00,1.56,1.63,1.63,1.17,1.5,0.59,0.65
08:00 - 09:00,1.96,1.56,1.11,0.91,0.85,0.39,0.07
09:00 - 10:00,1.56,0.78,2.09,1.69,0.78,0.46,0.2
10:00 - 11:00,0.72,0.33,0.33,0.39,0.26,0.13,0.2
11:00 - 12:00,1.24,0.33,0.78,0.33,0.39,0.13,0.13
12:00 - 13:00,0.91,0.59,0.78,0.72,0.33,0.07,0.59
13:00 - 14:00,0.46,0.65,0.26,0.78,0.26,0.46,1.17
14:00 - 15:00,0.2,0.59,0.33,0.46,0.33,0.2,0.59
15:00 - 16:00,1.04,0.39,0.39,0.33,0.39,0.46,0.33
16:00 - 17:00,0.33,0.13,0.59,0.52,0.07,0.33,0.0
17:00 - 18:00,0.46,0.52,0.26,0.46,0.2,0.13,0.0
18:00 - 19:00,0.2,0.2,0.2,0.0,0.0,0.33,0.13
19:00 - 20:00,0.0,0.13,0.2,0.2,0.0,0.13,0.2
20:00 - 21:00,0.07,0.07,0.13,0.2,0.0,0.0,0.0
21:00 - 22:00,0.33,0.39,0.13,0.13,0.0,0.13,0.0
22:00 - 23:00,0.13,0.07,0.26,0.13,0.26,0.0,0.13
23:00 - 00:00,0.2,0.0,0.0,0.2,0.07,0.0,0.0
