 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,7,10,8,5,3,1,1
01:00 - 02:00,9,7,8,11,12,4,1
02:00 - 03:00,13,11,16,19,15,1,1
03:00 - 04:00,19,46,19,15,11,2,3
04:00 - 05:00,22,14,30,10,19,4,2
05:00 - 06:00,14,22,30,8,17,0,3
06:00 - 07:00,21,20,22,34,15,1,3
07:00 - 08:00,17,50,15,21,17,7,3
08:00 - 09:00,43,40,30,35,691,4,9
09:00 - 10:00,45,33,53,37,119,5,5
10:00 - 11:00,40,31,66,93,48,3,1
11:00 - 12:00,52,57,50,38,58,0,1
12:00 - 13:00,22,75,42,25,21,1,0
13:00 - 14:00,44,58,47,38,39,7,2
14:00 - 15:00,49,45,51,41,40,3,1
15:00 - 16:00,53,48,62,42,41,4,6
16:00 - 17:00,48,48,46,43,31,0,1
17:00 - 18:00,31,37,35,26,15,0,10
18:00 - 19:00,5,12,8,14,3,0,3
19:00 - 20:00,7,9,3,1,1,1,1
20:00 - 21:00,4,4,5,4,0,2,4
21:00 - 22:00,7,2,1,2,2,1,2
22:00 - 23:00,4,1,0,6,1,0,1
23:00 - 00:00,5,4,1,3,0,0,0
