 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.14,0.05,0.18,0.27,0.0,0.0,0.0
01:00 - 02:00,0.23,0.18,0.36,0.18,0.05,0.0,0.0
02:00 - 03:00,0.32,0.27,0.54,0.36,0.32,0.0,0.09
03:00 - 04:00,0.77,0.36,0.91,0.86,0.36,0.0,0.0
04:00 - 05:00,0.91,0.95,1.04,1.45,0.73,0.0,0.0
05:00 - 06:00,1.13,1.22,1.36,0.77,0.82,0.0,0.0
06:00 - 07:00,0.91,1.36,1.5,1.59,1.9,0.05,0.05
07:00 - 08:00,0.86,1.09,0.95,1.09,0.54,0.0,0.0
08:00 - 09:00,1.0,1.5,1.18,1.81,1.31,0.0,0.0
09:00 - 10:00,0.95,1.36,1.72,1.9,1.45,0.05,0.0
10:00 - 11:00,1.41,2.22,2.04,2.9,1.09,0.0,0.09
11:00 - 12:00,1.18,1.72,1.45,1.27,1.09,0.05,0.05
12:00 - 13:00,0.82,1.41,1.27,2.31,0.95,0.0,0.0
13:00 - 14:00,1.31,0.54,1.22,0.77,1.09,0.05,0.0
14:00 - 15:00,1.04,0.82,1.5,1.0,0.32,0.0,0.0
15:00 - 16:00,0.86,1.18,1.36,0.91,0.95,0.05,0.0
16:00 - 17:00,0.91,1.54,1.22,1.41,0.41,0.0,0.05
17:00 - 18:00,0.41,0.59,1.9,0.54,0.73,0.0,0.09
18:00 - 19:00,0.32,0.63,0.77,0.36,1.36,0.0,0.09
19:00 - 20:00,0.14,0.27,0.23,0.23,0.23,0.0,0.0
20:00 - 21:00,0.32,0.18,0.05,0.36,0.0,0.0,0.09
21:00 - 22:00,0.23,0.36,0.09,0.32,0.0,0.0,0.0
22:00 - 23:00,0.14,0.0,0.14,0.23,0.0,0.0,0.05
23:00 - 00:00,0.18,0.36,0.18,0.63,0.09,0.0,0.05
