 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,1,2,2,0
01:00 - 02:00,4,5,1,1,3,1,0
02:00 - 03:00,0,13,0,1,2,3,1
03:00 - 04:00,3,9,9,1,5,3,10
04:00 - 05:00,17,21,11,6,6,3,3
05:00 - 06:00,20,11,13,10,19,0,3
06:00 - 07:00,33,12,16,14,17,4,1
07:00 - 08:00,17,11,3,14,7,2,3
08:00 - 09:00,13,19,7,10,14,3,0
09:00 - 10:00,20,31,10,4,26,1,3
10:00 - 11:00,13,19,11,32,11,0,0
11:00 - 12:00,14,9,18,15,34,3,1
12:00 - 13:00,19,10,12,70,26,2,0
13:00 - 14:00,11,11,7,45,9,1,1
14:00 - 15:00,7,4,7,22,5,0,0
15:00 - 16:00,5,1,14,0,2,5,1
16:00 - 17:00,2,6,7,5,2,2,2
17:00 - 18:00,1,1,4,14,1,1,5
18:00 - 19:00,4,2,6,13,1,4,2
19:00 - 20:00,0,4,1,15,4,4,7
20:00 - 21:00,0,3,1,0,1,0,2
21:00 - 22:00,2,5,0,2,5,1,1
22:00 - 23:00,0,5,0,1,0,1,0
23:00 - 00:00,4,0,0,0,1,0,0
