 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,10,17,23,54,20,10,9
01:00 - 02:00,28,8,15,17,10,23,8
02:00 - 03:00,6,25,28,17,18,20,8
03:00 - 04:00,11,14,19,13,15,7,9
04:00 - 05:00,10,20,22,19,18,11,8
05:00 - 06:00,14,18,18,19,15,14,10
06:00 - 07:00,16,14,19,26,17,16,13
07:00 - 08:00,11,20,22,14,9,9,31
08:00 - 09:00,10,10,11,12,8,7,9
09:00 - 10:00,8,9,7,5,2,3,2
10:00 - 11:00,4,8,4,3,5,3,2
11:00 - 12:00,4,4,9,4,0,1,1
12:00 - 13:00,2,9,10,4,5,7,4
13:00 - 14:00,5,6,7,11,1,5,1
14:00 - 15:00,5,6,12,7,5,4,2
15:00 - 16:00,6,9,12,7,4,1,1
16:00 - 17:00,12,14,9,10,9,3,3
17:00 - 18:00,17,12,15,10,10,2,2
18:00 - 19:00,9,13,15,16,6,6,6
19:00 - 20:00,11,19,12,12,14,8,2
20:00 - 21:00,13,13,13,14,18,15,9
21:00 - 22:00,19,24,13,15,13,17,8
22:00 - 23:00,24,21,27,24,24,9,16
23:00 - 00:00,18,33,22,21,12,32,5
