 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.2,1.09,1.19,1.58,1.56,1.31,0.16
01:00 - 02:00,0.35,0.45,0.59,0.51,0.66,0.51,0.27
02:00 - 03:00,0.14,0.51,0.33,0.25,0.68,0.37,0.27
03:00 - 04:00,0.12,0.37,0.39,0.29,0.66,0.25,0.45
04:00 - 05:00,0.18,0.47,0.82,0.49,0.74,0.64,0.29
05:00 - 06:00,0.18,0.68,0.64,0.61,0.37,0.59,0.16
06:00 - 07:00,0.14,1.09,0.72,0.53,0.55,0.29,0.49
07:00 - 08:00,0.41,0.43,0.45,0.53,0.39,0.23,0.29
08:00 - 09:00,0.43,0.25,0.29,0.33,0.51,0.35,0.18
09:00 - 10:00,0.18,0.33,0.23,0.31,0.2,0.23,0.2
10:00 - 11:00,0.31,0.35,0.14,0.29,0.18,0.1,0.31
11:00 - 12:00,0.12,0.33,0.16,0.2,0.1,0.37,0.2
12:00 - 13:00,0.23,0.14,0.29,0.08,0.16,0.45,0.33
13:00 - 14:00,0.16,0.23,0.2,0.2,0.29,0.25,0.47
14:00 - 15:00,0.2,0.29,0.27,0.16,0.43,0.35,0.18
15:00 - 16:00,0.41,0.39,0.35,0.25,0.29,0.18,0.08
16:00 - 17:00,0.45,0.45,0.86,0.59,1.07,0.33,0.18
17:00 - 18:00,1.0,1.39,1.15,1.35,1.7,0.16,0.25
18:00 - 19:00,1.89,1.31,1.39,1.41,2.4,0.27,0.2
19:00 - 20:00,1.58,1.39,1.09,1.33,1.76,0.43,0.06
20:00 - 21:00,0.9,0.96,1.25,1.23,1.21,0.12,0.04
21:00 - 22:00,1.58,1.62,1.0,1.31,1.41,0.12,0.08
22:00 - 23:00,1.46,1.74,1.27,1.52,1.6,0.08,0.12
23:00 - 00:00,1.7,1.8,1.58,1.7,1.41,0.2,0.08
