2012-11-07 12:34:00,2012-11-07 14:13:00,2012-11-07 15:19:00,2012-11-07 16:10:00,2012-11-07 16:12:00,2012-11-08 10:43:00,2012-11-08 10:51:00,2012-11-08 12:56:00,2012-11-08 12:58:00,2012-11-08 14:04:00,2012-11-09 11:58:00,2012-11-09 12:23:00,2012-11-09 12:46:00,2012-11-09 13:58:00,2012-11-09 14:03:00,2012-11-09 16:00:00,2012-11-09 16:28:00,2012-11-12 08:56:00,2012-11-12 08:59:00,2012-11-12 09:12:00,2012-11-12 11:32:00,2012-11-12 11:48:00,2012-12-10 11:49:00,2012-12-10 11:55:00,2012-12-10 11:56:00,2012-12-10 11:58:00,2012-12-10 11:59:00,2012-12-10 12:00:00,2012-12-10 12:01:00,2012-12-10 12:03:00,2012-12-10 12:05:00,2012-12-10 12:06:00,2012-12-10 12:07:00,2012-12-10 12:08:00,2012-12-10 12:09:00,2012-12-10 12:10:00,2012-12-10 12:14:00,2012-12-10 12:15:00,2012-12-10 12:17:00,2012-12-11 10:09:00,2012-12-13 20:08:00,2012-12-13 20:10:00,2012-12-13 20:11:00,2012-12-13 20:16:00,2013-01-09 15:21:00,2013-01-09 15:37:00,2013-01-30 17:26:00,2013-02-01 12:18:00
44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
