 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.64,0.95,0.48,2.7,0.79,0.0,0.0
01:00 - 02:00,0.16,0.64,0.0,0.0,0.16,0.0,0.16
02:00 - 03:00,0.0,0.16,0.0,0.0,0.0,0.0,0.32
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.32,0.0,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00 - 08:00,0.0,0.48,0.0,0.0,0.0,0.0,0.0
08:00 - 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:00 - 10:00,0.16,0.0,0.32,0.32,0.32,0.0,0.0
10:00 - 11:00,0.0,0.95,1.27,0.32,0.32,0.0,0.0
11:00 - 12:00,1.91,0.95,0.0,22.26,0.79,0.16,0.0
12:00 - 13:00,0.16,0.48,0.95,0.16,0.95,0.0,0.0
13:00 - 14:00,0.16,2.54,1.27,0.48,0.16,0.0,0.0
14:00 - 15:00,1.75,2.07,1.75,0.32,0.48,0.0,0.0
15:00 - 16:00,1.75,1.43,2.23,0.64,0.95,0.0,0.0
16:00 - 17:00,2.86,0.95,0.32,1.11,2.07,0.0,0.0
17:00 - 18:00,2.23,1.11,0.32,2.07,2.54,0.0,0.95
18:00 - 19:00,1.27,0.48,2.23,0.79,0.16,0.0,0.48
19:00 - 20:00,0.64,0.48,0.95,0.16,0.0,0.79,0.0
20:00 - 21:00,0.95,0.16,0.32,0.32,0.0,0.0,0.32
21:00 - 22:00,1.43,1.43,0.32,0.48,0.0,0.0,0.16
22:00 - 23:00,0.48,1.43,2.07,1.59,0.0,0.0,0.0
23:00 - 00:00,0.32,0.16,2.07,1.27,0.0,0.0,1.11
