 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.38,1.22,1.32,1.75,1.2,0.1,0.03
01:00 - 02:00,1.35,2.67,1.23,1.05,1.65,0.09,0.03
02:00 - 03:00,0.99,1.28,1.54,1.03,0.94,0.02,0.07
03:00 - 04:00,3.79,1.17,1.23,1.21,1.1,0.02,0.05
04:00 - 05:00,1.6,1.19,1.22,0.93,1.34,0.04,0.06
05:00 - 06:00,1.41,1.3,1.53,3.02,1.35,0.04,0.04
06:00 - 07:00,2.24,1.49,1.25,3.92,1.59,0.04,0.02
07:00 - 08:00,2.33,1.01,1.27,3.72,1.12,0.02,0.05
08:00 - 09:00,2.43,1.72,1.52,1.57,0.55,0.09,0.03
09:00 - 10:00,0.45,0.48,0.46,0.45,0.2,0.05,0.03
10:00 - 11:00,0.21,1.17,0.25,0.18,0.11,0.08,0.02
11:00 - 12:00,0.15,0.23,0.28,0.12,0.09,0.9,0.16
12:00 - 13:00,0.12,0.2,0.11,0.1,0.09,0.67,0.82
13:00 - 14:00,0.06,0.12,0.1,1.4,0.06,0.12,0.04
14:00 - 15:00,0.05,0.05,0.07,1.17,0.03,0.01,0.07
15:00 - 16:00,0.05,0.06,0.06,0.06,0.05,0.0,0.02
16:00 - 17:00,0.06,0.06,0.05,0.06,0.02,0.03,0.01
17:00 - 18:00,0.09,0.1,0.06,0.03,0.02,0.0,0.02
18:00 - 19:00,0.11,0.09,0.06,0.03,0.04,0.0,0.01
19:00 - 20:00,0.03,0.05,0.03,0.04,0.16,0.01,0.0
20:00 - 21:00,0.09,0.07,0.07,0.09,0.07,0.01,0.05
21:00 - 22:00,0.76,0.41,0.27,0.51,0.04,0.02,0.4
22:00 - 23:00,0.76,1.05,1.14,0.57,0.07,0.01,1.18
23:00 - 00:00,1.04,1.05,1.16,2.25,0.09,0.02,1.09
