 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,3
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,0,0,44,0,0,0
07:00 - 08:00,1,2,0,3,6,0,0
08:00 - 09:00,6,4,5,11,1,0,0
09:00 - 10:00,28,6,11,18,20,0,0
10:00 - 11:00,9,11,9,12,18,0,0
11:00 - 12:00,7,10,12,9,12,0,0
12:00 - 13:00,8,18,39,11,22,0,1
13:00 - 14:00,17,9,5,13,37,0,0
14:00 - 15:00,10,13,2,5,21,0,0
15:00 - 16:00,11,8,4,10,4,0,0
16:00 - 17:00,6,10,2,2,2,0,0
17:00 - 18:00,0,0,0,0,0,0,0
18:00 - 19:00,0,1,0,1,0,0,0
19:00 - 20:00,0,0,0,0,2,0,0
20:00 - 21:00,0,4,0,0,0,0,2
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,2,0,0,0,0,0,0
23:00 - 00:00,0,0,0,0,0,0,0
