 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,7,155,184,162,168,158,10
01:00 - 02:00,6,143,183,155,200,134,5
02:00 - 03:00,13,116,217,120,131,110,7
03:00 - 04:00,6,125,104,137,114,90,6
04:00 - 05:00,12,100,110,97,98,91,7
05:00 - 06:00,20,83,82,110,93,85,9
06:00 - 07:00,10,69,73,96,93,66,12
07:00 - 08:00,8,52,67,103,95,62,5
08:00 - 09:00,8,46,61,56,62,65,8
09:00 - 10:00,17,30,38,54,39,30,2
10:00 - 11:00,22,13,24,15,30,9,1
11:00 - 12:00,13,16,40,18,24,2,0
12:00 - 13:00,23,20,16,29,24,6,4
13:00 - 14:00,29,26,40,35,49,3,5
14:00 - 15:00,28,56,63,59,72,6,11
15:00 - 16:00,62,83,61,76,90,2,9
16:00 - 17:00,91,182,139,103,94,6,3
17:00 - 18:00,112,124,159,133,121,9,5
18:00 - 19:00,101,125,209,151,119,6,4
19:00 - 20:00,225,125,133,137,126,6,4
20:00 - 21:00,128,133,140,174,139,9,8
21:00 - 22:00,167,144,209,170,171,9,3
22:00 - 23:00,129,278,196,207,201,5,3
23:00 - 00:00,179,174,205,161,210,11,12
