 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.11,0.22,0.0,0.0,0.11,0.0
01:00 - 02:00,0.66,0.0,0.88,0.88,0.55,0.0,0.33
02:00 - 03:00,0.0,0.33,1.43,0.0,0.0,0.0,0.0
03:00 - 04:00,0.44,0.11,0.0,0.33,0.11,0.33,0.0
04:00 - 05:00,0.0,0.22,0.0,0.44,0.0,0.0,0.0
05:00 - 06:00,0.22,0.44,0.11,0.0,0.11,0.0,0.0
06:00 - 07:00,1.21,0.66,0.88,0.44,0.77,0.0,0.0
07:00 - 08:00,0.66,1.43,0.33,0.33,0.33,0.0,0.0
08:00 - 09:00,0.11,0.0,0.66,0.77,0.55,0.11,0.11
09:00 - 10:00,0.22,1.1,0.33,0.66,0.33,0.0,0.0
10:00 - 11:00,0.44,0.33,0.77,0.44,0.33,0.0,0.22
11:00 - 12:00,0.44,1.65,0.66,0.11,0.99,0.0,0.0
12:00 - 13:00,0.66,0.99,0.88,0.88,0.88,0.22,0.0
13:00 - 14:00,4.62,0.99,1.32,2.86,1.43,0.0,0.0
14:00 - 15:00,1.76,2.31,1.1,6.49,0.99,0.0,0.0
15:00 - 16:00,2.42,2.86,2.2,4.18,0.88,0.0,0.11
16:00 - 17:00,0.55,1.32,1.54,0.99,0.33,0.11,0.11
17:00 - 18:00,0.55,0.66,1.1,1.1,0.44,0.0,0.0
18:00 - 19:00,0.77,1.21,1.54,0.66,0.33,0.0,0.0
19:00 - 20:00,0.55,0.55,0.88,0.88,0.99,0.0,0.0
20:00 - 21:00,0.55,4.07,0.66,0.77,0.55,0.0,0.0
21:00 - 22:00,0.33,3.85,0.11,1.32,0.33,0.11,0.0
22:00 - 23:00,0.33,0.33,0.11,0.44,0.33,0.0,0.0
23:00 - 00:00,0.11,0.0,0.11,0.0,0.0,0.66,0.0
