2012-11-05 13:10:00,2012-11-05 13:15:00,2012-11-05 13:17:00,2012-11-05 13:35:00,2012-11-05 13:36:00,2012-11-05 13:37:00,2012-11-05 13:44:00,2012-11-05 14:05:00,2012-11-07 14:41:00,2012-11-22 13:16:00,2012-11-22 13:35:00,2012-11-22 14:54:00,2012-11-22 14:56:00,2012-11-22 14:59:00,2012-11-22 15:01:00,2012-11-22 16:04:00,2012-11-22 16:06:00,2012-11-27 14:29:00,2012-11-27 14:36:00,2012-11-27 14:45:00,2012-11-27 15:23:00,2012-11-27 15:26:00,2012-11-27 15:30:00,2012-11-30 12:12:00,2012-11-30 12:29:00,2012-11-30 12:36:00,2012-11-30 15:13:00,2012-11-30 16:29:00,2012-11-30 16:34:00,2012-12-03 13:37:00,2012-12-03 13:45:00,2012-12-03 13:51:00,2012-12-03 13:59:00,2012-12-03 14:18:00,2012-12-03 14:19:00,2012-12-04 14:39:00,2012-12-04 14:39:00,2012-12-04 14:47:00,2012-12-17 12:47:00,2012-12-17 12:49:00,2012-12-17 12:58:00,2012-12-17 12:59:00,2012-12-17 13:00:00,2012-12-17 14:17:00,2012-12-17 14:18:00,2012-12-17 14:36:00,2013-01-16 15:57:00,2013-01-25 14:05:00,2013-01-25 14:05:00,2013-01-25 14:06:00,2013-01-25 14:07:00,2013-01-25 14:12:00,2013-01-25 14:14:00,2013-01-25 14:16:00,2013-01-25 14:25:00,2013-01-28 13:22:00,2013-01-28 13:40:00,2013-01-28 14:00:00,2013-01-28 14:12:00,2013-01-28 14:49:00,2013-01-28 14:52:00,2013-02-01 14:34:00,2013-02-01 14:41:00,2013-02-01 14:42:00,2013-02-01 14:44:00
27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
