 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.08,0.25,0.19,0.17,0.3,0.0,0.03
01:00 - 02:00,0.08,0.17,0.22,0.25,0.55,0.03,0.03
02:00 - 03:00,0.42,0.75,0.47,0.53,0.42,0.06,0.08
03:00 - 04:00,0.77,0.97,0.64,1.44,1.27,0.06,0.08
04:00 - 05:00,0.55,1.05,2.05,1.27,0.94,0.14,0.03
05:00 - 06:00,2.21,1.33,2.55,1.38,1.27,0.19,0.06
06:00 - 07:00,1.41,1.49,1.49,1.38,1.6,0.33,0.08
07:00 - 08:00,2.1,0.69,2.43,0.83,1.02,0.03,0.08
08:00 - 09:00,1.27,2.38,1.55,1.47,1.13,0.83,0.03
09:00 - 10:00,1.49,1.36,2.08,1.27,1.16,0.36,0.08
10:00 - 11:00,1.05,1.27,1.63,1.49,1.27,0.11,0.17
11:00 - 12:00,1.55,1.52,1.3,0.86,1.25,0.06,0.03
12:00 - 13:00,0.89,0.8,2.35,2.13,1.49,0.03,0.17
13:00 - 14:00,0.42,0.66,0.83,0.91,0.66,0.14,0.06
14:00 - 15:00,0.39,0.22,0.44,0.5,0.3,0.36,0.03
15:00 - 16:00,0.61,0.3,0.39,0.5,0.47,0.06,0.08
16:00 - 17:00,0.33,0.36,0.53,0.25,0.47,0.17,0.22
17:00 - 18:00,0.53,1.55,0.58,0.69,0.08,0.0,0.03
18:00 - 19:00,0.22,0.64,0.39,0.83,0.25,0.14,0.03
19:00 - 20:00,0.14,0.19,0.11,0.19,0.14,0.22,0.03
20:00 - 21:00,0.11,0.19,0.08,0.22,0.19,0.08,0.03
21:00 - 22:00,0.36,0.17,0.08,0.22,0.03,0.06,0.14
22:00 - 23:00,0.17,0.25,0.19,0.11,0.14,0.08,0.06
23:00 - 00:00,0.25,0.22,0.3,0.14,0.06,0.03,0.22
