 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.2,0.34,0.41,0.74,0.34,0.41,0.47
01:00 - 02:00,0.27,0.41,0.41,0.68,0.47,0.47,0.2
02:00 - 03:00,0.95,0.34,0.47,0.88,0.41,0.27,0.34
03:00 - 04:00,0.47,0.47,0.27,0.27,0.47,0.2,0.41
04:00 - 05:00,0.2,0.47,0.41,0.88,0.14,0.47,0.14
05:00 - 06:00,0.14,0.34,0.27,0.41,0.68,0.27,0.07
06:00 - 07:00,0.61,0.74,0.68,0.34,0.47,0.41,0.41
07:00 - 08:00,0.41,0.68,1.08,0.68,0.2,0.47,0.07
08:00 - 09:00,0.47,0.61,1.22,1.15,0.95,0.07,0.41
09:00 - 10:00,0.81,0.88,0.88,1.15,0.74,0.27,0.27
10:00 - 11:00,0.41,0.61,0.81,0.61,1.15,0.27,0.14
11:00 - 12:00,0.41,0.88,0.95,0.95,0.88,0.14,0.2
12:00 - 13:00,0.68,0.74,1.15,0.68,0.81,0.0,0.2
13:00 - 14:00,1.29,0.88,0.81,1.02,0.74,0.2,0.47
14:00 - 15:00,0.95,1.02,0.81,0.68,1.22,0.41,0.41
15:00 - 16:00,1.22,0.54,1.76,0.61,0.68,0.14,0.47
16:00 - 17:00,0.47,0.41,0.68,1.08,0.47,0.54,0.41
17:00 - 18:00,0.74,0.61,0.81,0.54,0.74,0.14,0.41
18:00 - 19:00,0.68,0.61,1.22,0.95,0.54,0.61,0.47
19:00 - 20:00,0.74,0.88,1.15,0.95,0.34,0.54,1.15
20:00 - 21:00,0.88,0.61,1.56,1.29,0.2,0.27,0.74
21:00 - 22:00,1.69,0.68,1.56,1.02,0.61,0.61,0.07
22:00 - 23:00,0.74,0.41,0.61,0.41,0.41,0.41,0.27
23:00 - 00:00,0.47,0.47,0.47,0.2,0.34,0.47,0.61
