 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,7,4,1,3,2,2
01:00 - 02:00,1,0,2,0,2,1,1
02:00 - 03:00,0,1,3,1,2,0,0
03:00 - 04:00,0,1,0,2,0,0,1
04:00 - 05:00,0,1,0,1,1,0,0
05:00 - 06:00,0,0,3,2,0,0,0
06:00 - 07:00,1,1,1,3,4,0,1
07:00 - 08:00,1,3,3,10,1,1,0
08:00 - 09:00,4,6,12,8,4,4,0
09:00 - 10:00,6,8,18,5,6,2,3
10:00 - 11:00,6,11,9,10,7,0,1
11:00 - 12:00,10,11,11,14,9,3,3
12:00 - 13:00,11,16,20,12,9,5,4
13:00 - 14:00,23,27,34,39,28,4,0
14:00 - 15:00,42,46,45,54,45,3,5
15:00 - 16:00,57,43,59,45,49,6,2
16:00 - 17:00,34,37,38,34,41,3,5
17:00 - 18:00,40,39,37,36,30,3,3
18:00 - 19:00,35,47,52,53,32,3,1
19:00 - 20:00,40,38,45,37,42,1,6
20:00 - 21:00,36,45,39,33,51,4,3
21:00 - 22:00,42,33,31,41,17,1,0
22:00 - 23:00,10,10,17,16,17,1,2
23:00 - 00:00,3,1,4,1,5,2,1
