 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,23,34,39,37,39,11,4
01:00 - 02:00,47,39,53,59,81,8,5
02:00 - 03:00,73,100,123,116,242,5,17
03:00 - 04:00,128,199,162,159,160,5,4
04:00 - 05:00,175,259,247,241,173,8,6
05:00 - 06:00,258,222,279,241,201,15,7
06:00 - 07:00,452,240,329,273,231,12,10
07:00 - 08:00,309,194,208,246,201,14,5
08:00 - 09:00,231,310,330,309,245,14,10
09:00 - 10:00,285,276,396,368,277,10,6
10:00 - 11:00,331,431,412,313,346,16,20
11:00 - 12:00,313,292,378,426,364,18,11
12:00 - 13:00,267,283,359,352,361,8,73
13:00 - 14:00,256,281,344,315,242,8,11
14:00 - 15:00,234,299,218,268,220,13,17
15:00 - 16:00,191,236,298,236,190,16,10
16:00 - 17:00,220,181,255,216,172,18,14
17:00 - 18:00,147,152,203,166,127,16,34
18:00 - 19:00,91,134,190,183,131,12,16
19:00 - 20:00,86,118,123,159,99,12,7
20:00 - 21:00,93,99,116,99,99,7,20
21:00 - 22:00,39,41,43,41,39,3,21
22:00 - 23:00,26,38,28,48,9,6,26
23:00 - 00:00,32,53,26,41,4,5,21
