 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,1,0,1,1,1,0,0
02:00 - 03:00,14,0,3,5,7,1,0
03:00 - 04:00,15,24,15,26,10,0,0
04:00 - 05:00,27,30,28,20,29,1,0
05:00 - 06:00,26,30,33,31,26,0,0
06:00 - 07:00,18,25,38,19,23,0,1
07:00 - 08:00,16,16,41,24,14,0,0
08:00 - 09:00,27,31,147,27,19,1,0
09:00 - 10:00,21,37,47,31,30,1,0
10:00 - 11:00,43,13,29,35,25,0,0
11:00 - 12:00,16,15,31,13,9,1,0
12:00 - 13:00,5,18,49,94,3,2,0
13:00 - 14:00,5,8,11,5,7,0,0
14:00 - 15:00,2,7,6,9,2,0,0
15:00 - 16:00,2,9,2,3,4,0,0
16:00 - 17:00,5,8,0,4,1,1,0
17:00 - 18:00,1,5,3,6,1,1,1
18:00 - 19:00,2,4,1,1,1,1,0
19:00 - 20:00,1,1,0,1,0,0,2
20:00 - 21:00,2,0,0,3,0,0,0
21:00 - 22:00,0,0,0,0,0,0,2
22:00 - 23:00,0,1,0,0,0,0,1
23:00 - 00:00,0,0,0,1,0,0,0
