 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,6,5,2,4,4,3
01:00 - 02:00,2,1,7,4,3,1,0
02:00 - 03:00,4,8,4,4,5,1,2
03:00 - 04:00,4,4,2,3,3,1,1
04:00 - 05:00,4,3,2,7,2,0,2
05:00 - 06:00,0,2,6,7,1,5,2
06:00 - 07:00,1,1,2,5,1,3,4
07:00 - 08:00,4,5,6,8,2,3,5
08:00 - 09:00,7,10,1,12,3,1,0
09:00 - 10:00,2,8,10,8,8,3,0
10:00 - 11:00,3,6,12,5,10,4,0
11:00 - 12:00,6,10,10,4,15,1,0
12:00 - 13:00,11,9,13,11,10,5,4
13:00 - 14:00,15,13,8,14,10,2,5
14:00 - 15:00,7,14,14,10,8,1,4
15:00 - 16:00,12,10,13,13,11,3,7
16:00 - 17:00,8,11,8,17,10,4,4
17:00 - 18:00,8,9,11,15,13,4,6
18:00 - 19:00,14,12,10,8,6,4,5
19:00 - 20:00,11,7,13,10,8,3,5
20:00 - 21:00,4,11,11,7,9,2,1
21:00 - 22:00,9,6,11,8,7,4,3
22:00 - 23:00,9,15,7,8,5,2,4
23:00 - 00:00,7,2,7,7,7,4,10
