 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.18,0.18,0.09,0.27,0.09,0.18,0.09
01:00 - 02:00,0.0,0.27,0.64,0.09,0.27,0.27,0.27
02:00 - 03:00,0.36,0.36,0.36,0.27,0.18,0.0,0.46
03:00 - 04:00,0.36,0.27,0.36,0.27,0.36,0.09,0.27
04:00 - 05:00,0.91,1.19,0.55,0.73,1.46,0.27,0.27
05:00 - 06:00,1.46,2.19,1.64,1.28,0.73,0.64,0.36
06:00 - 07:00,0.64,1.73,1.92,1.82,0.82,0.27,0.18
07:00 - 08:00,0.64,0.46,1.46,0.46,1.46,0.18,0.18
08:00 - 09:00,1.46,0.91,1.09,1.46,1.09,0.18,0.27
09:00 - 10:00,1.82,1.64,1.64,1.0,1.19,0.09,0.09
10:00 - 11:00,1.37,1.09,1.09,0.73,0.91,0.36,0.36
11:00 - 12:00,1.19,1.64,1.64,1.64,0.82,0.27,0.27
12:00 - 13:00,0.55,1.28,0.82,1.19,0.55,0.18,0.46
13:00 - 14:00,0.82,0.82,0.82,0.73,1.0,0.18,0.27
14:00 - 15:00,0.46,0.73,0.55,0.36,0.55,0.09,0.18
15:00 - 16:00,0.64,1.19,0.64,0.46,0.27,0.36,0.64
16:00 - 17:00,0.91,0.46,0.46,0.36,0.46,0.18,0.46
17:00 - 18:00,1.0,0.91,0.46,0.27,0.0,1.09,0.36
18:00 - 19:00,0.73,0.55,0.73,0.27,0.18,0.64,0.18
19:00 - 20:00,0.27,0.82,0.36,0.46,0.18,0.36,0.0
20:00 - 21:00,0.82,0.36,0.82,0.46,1.37,0.09,0.18
21:00 - 22:00,0.27,0.46,0.46,0.18,0.09,0.27,0.36
22:00 - 23:00,0.46,0.36,0.09,0.09,0.18,0.55,0.09
23:00 - 00:00,0.27,0.27,0.18,0.27,0.64,0.0,0.18
