 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,35,33,30,25,24,1
01:00 - 02:00,0,26,32,22,19,25,1
02:00 - 03:00,0,18,32,26,26,17,2
03:00 - 04:00,1,18,24,16,20,23,6
04:00 - 05:00,1,24,21,13,24,12,3
05:00 - 06:00,0,18,19,12,12,22,0
06:00 - 07:00,1,13,19,10,9,3,1
07:00 - 08:00,2,11,7,6,5,4,1
08:00 - 09:00,1,8,10,4,3,3,0
09:00 - 10:00,5,14,6,16,3,8,1
10:00 - 11:00,2,14,9,7,5,2,0
11:00 - 12:00,3,4,8,5,0,1,1
12:00 - 13:00,2,3,4,3,2,0,1
13:00 - 14:00,6,3,3,7,4,3,1
14:00 - 15:00,4,4,6,9,4,1,3
15:00 - 16:00,2,5,2,10,6,2,0
16:00 - 17:00,3,6,8,6,11,2,0
17:00 - 18:00,6,10,11,10,10,1,1
18:00 - 19:00,15,6,12,13,6,0,2
19:00 - 20:00,10,14,13,10,12,1,0
20:00 - 21:00,20,25,17,21,18,0,2
21:00 - 22:00,25,30,32,32,26,1,4
22:00 - 23:00,47,38,33,23,37,4,1
23:00 - 00:00,29,36,46,21,42,6,2
