 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.07,1.07,1.65,0.97,1.07,0.48,0.48
01:00 - 02:00,1.74,0.87,1.07,1.07,2.42,0.19,0.1
02:00 - 03:00,1.07,1.26,1.07,1.26,0.87,0.1,0.1
03:00 - 04:00,1.07,0.87,1.07,0.48,0.48,0.39,0.1
04:00 - 05:00,0.68,0.68,0.68,0.48,0.58,0.29,0.0
05:00 - 06:00,0.97,0.78,1.16,1.16,0.48,0.19,0.19
06:00 - 07:00,0.48,1.07,0.87,1.26,1.16,0.1,0.0
07:00 - 08:00,0.97,0.87,0.97,0.39,0.78,0.29,0.19
08:00 - 09:00,0.97,0.87,1.36,0.29,1.07,0.19,0.19
09:00 - 10:00,0.78,0.87,0.78,1.07,0.39,0.58,0.29
10:00 - 11:00,0.48,0.58,0.39,0.68,0.58,0.29,0.29
11:00 - 12:00,0.48,1.07,0.68,0.1,0.48,0.1,0.0
12:00 - 13:00,0.29,0.29,0.39,0.48,0.29,0.29,0.19
13:00 - 14:00,0.29,0.29,0.48,0.68,0.48,0.29,0.29
14:00 - 15:00,0.97,0.29,0.19,0.39,0.19,0.1,0.19
15:00 - 16:00,0.29,0.48,0.68,0.58,0.29,0.0,0.1
16:00 - 17:00,0.58,0.87,0.48,0.19,0.48,0.1,0.29
17:00 - 18:00,0.39,0.48,0.19,0.78,0.19,0.19,0.19
18:00 - 19:00,0.78,0.97,0.97,0.48,0.48,0.0,0.78
19:00 - 20:00,0.68,0.48,0.97,0.78,0.29,0.1,0.87
20:00 - 21:00,0.58,0.97,0.39,0.87,0.39,0.1,0.39
21:00 - 22:00,0.97,0.97,0.87,1.07,0.78,0.1,0.0
22:00 - 23:00,1.26,0.48,1.36,0.87,0.19,0.29,0.19
23:00 - 00:00,1.26,0.68,1.45,1.26,0.1,0.29,0.0
