 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,1,4,2,0,1,0
01:00 - 02:00,5,0,6,2,0,0,0
02:00 - 03:00,3,3,3,4,3,2,0
03:00 - 04:00,1,2,4,0,3,2,0
04:00 - 05:00,0,0,1,3,0,0,1
05:00 - 06:00,0,0,2,5,4,1,0
06:00 - 07:00,0,6,3,3,0,1,1
07:00 - 08:00,9,2,10,2,2,0,0
08:00 - 09:00,12,5,1,3,2,1,0
09:00 - 10:00,6,2,6,6,5,0,0
10:00 - 11:00,4,0,21,4,3,1,0
11:00 - 12:00,6,4,10,10,4,0,0
12:00 - 13:00,11,6,7,4,4,0,0
13:00 - 14:00,46,15,22,18,17,1,0
14:00 - 15:00,61,32,24,34,11,0,0
15:00 - 16:00,85,47,34,24,8,0,0
16:00 - 17:00,36,35,53,9,6,0,2
17:00 - 18:00,21,19,40,23,2,0,1
18:00 - 19:00,12,28,19,19,6,0,0
19:00 - 20:00,10,29,16,9,8,1,0
20:00 - 21:00,43,11,13,6,6,1,0
21:00 - 22:00,22,6,16,5,5,0,0
22:00 - 23:00,2,16,1,8,4,0,0
23:00 - 00:00,1,5,4,0,0,0,0
