 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,12,5,3,4,1,1
01:00 - 02:00,6,10,5,2,3,4,1
02:00 - 03:00,3,6,10,6,7,4,2
03:00 - 04:00,2,11,4,5,10,0,3
04:00 - 05:00,2,13,1,5,6,4,3
05:00 - 06:00,8,8,4,1,0,3,0
06:00 - 07:00,2,1,3,4,5,2,0
07:00 - 08:00,4,7,9,2,6,3,0
08:00 - 09:00,8,11,3,4,3,8,0
09:00 - 10:00,6,3,6,3,4,5,0
10:00 - 11:00,4,6,4,4,2,0,3
11:00 - 12:00,2,1,1,6,2,1,1
12:00 - 13:00,2,2,4,1,3,0,0
13:00 - 14:00,3,5,8,4,2,1,0
14:00 - 15:00,4,1,7,0,5,6,0
15:00 - 16:00,7,3,9,1,1,3,1
16:00 - 17:00,4,4,6,4,3,1,0
17:00 - 18:00,2,5,7,2,5,2,0
18:00 - 19:00,5,1,5,0,6,0,2
19:00 - 20:00,4,4,1,5,1,0,0
20:00 - 21:00,2,5,4,4,4,1,0
21:00 - 22:00,2,2,2,3,2,0,0
22:00 - 23:00,3,4,6,0,3,1,4
23:00 - 00:00,3,2,4,0,6,1,0
