 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,2,4,6,12,2,1
01:00 - 02:00,1,10,10,4,3,1,0
02:00 - 03:00,0,5,3,4,1,0,0
03:00 - 04:00,3,15,25,7,11,1,0
04:00 - 05:00,14,13,29,5,2,3,2
05:00 - 06:00,8,24,8,10,3,5,0
06:00 - 07:00,12,7,14,28,2,0,1
07:00 - 08:00,17,26,17,17,5,0,9
08:00 - 09:00,28,26,24,23,2,1,4
09:00 - 10:00,30,19,34,54,7,1,10
10:00 - 11:00,24,19,31,25,4,0,7
11:00 - 12:00,19,27,24,36,12,1,8
12:00 - 13:00,30,19,19,35,6,1,11
13:00 - 14:00,24,21,49,20,9,0,23
14:00 - 15:00,29,24,48,37,13,1,27
15:00 - 16:00,57,47,41,37,9,0,2
16:00 - 17:00,31,32,41,35,23,0,2
17:00 - 18:00,35,37,39,50,13,0,3
18:00 - 19:00,28,33,14,18,20,0,0
19:00 - 20:00,32,32,10,16,14,0,4
20:00 - 21:00,13,14,45,19,7,1,0
21:00 - 22:00,11,4,8,7,6,0,2
22:00 - 23:00,22,3,2,13,8,2,0
23:00 - 00:00,6,3,11,11,1,0,0
