 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,34,28,24,28,21,12,8
01:00 - 02:00,10,8,38,17,20,14,12
02:00 - 03:00,17,11,29,17,13,7,9
03:00 - 04:00,6,12,31,14,19,11,8
04:00 - 05:00,25,13,20,20,18,8,8
05:00 - 06:00,22,16,22,29,24,11,6
06:00 - 07:00,26,25,23,45,34,7,12
07:00 - 08:00,20,40,41,58,32,18,18
08:00 - 09:00,19,34,31,44,40,29,26
09:00 - 10:00,31,29,33,42,51,36,31
10:00 - 11:00,38,45,32,28,48,39,33
11:00 - 12:00,22,46,47,36,40,28,33
12:00 - 13:00,40,35,55,35,31,26,36
13:00 - 14:00,25,24,34,32,32,29,32
14:00 - 15:00,20,28,46,44,28,25,47
15:00 - 16:00,27,37,34,37,40,24,69
16:00 - 17:00,32,30,34,57,32,48,41
17:00 - 18:00,44,47,36,45,37,44,38
18:00 - 19:00,43,65,43,29,24,28,69
19:00 - 20:00,57,36,43,32,26,20,48
20:00 - 21:00,52,86,445,45,29,26,44
21:00 - 22:00,41,19,45,39,16,20,39
22:00 - 23:00,32,28,26,27,52,20,18
23:00 - 00:00,21,17,18,33,7,19,17
