 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.24,0.07,0.12,0.22,0.1,0.1,0.12
01:00 - 02:00,0.29,0.24,0.15,0.22,0.17,0.17,0.0
02:00 - 03:00,0.27,0.36,0.17,0.36,0.24,0.24,0.07
03:00 - 04:00,0.39,0.17,0.27,0.19,0.19,0.0,0.1
04:00 - 05:00,0.27,0.44,0.36,0.17,0.1,0.36,0.29
05:00 - 06:00,0.94,1.11,0.77,0.68,0.44,1.14,0.73
06:00 - 07:00,1.33,1.16,0.7,0.85,1.33,0.85,0.85
07:00 - 08:00,1.04,1.31,1.04,1.19,0.92,0.44,0.41
08:00 - 09:00,1.67,1.23,0.75,0.97,1.31,0.12,0.17
09:00 - 10:00,1.43,1.72,0.92,0.94,1.04,0.39,0.22
10:00 - 11:00,0.82,0.56,0.48,0.68,0.85,0.22,0.15
11:00 - 12:00,0.7,1.02,0.82,0.51,0.51,0.19,0.22
12:00 - 13:00,1.09,1.33,1.16,0.82,0.7,0.1,0.22
13:00 - 14:00,1.36,6.2,0.8,0.73,1.21,0.24,0.46
14:00 - 15:00,1.4,1.28,1.09,1.09,0.9,0.24,0.44
15:00 - 16:00,1.21,0.82,0.68,0.82,0.65,0.05,0.27
16:00 - 17:00,0.94,0.73,0.92,0.73,0.65,0.12,0.27
17:00 - 18:00,0.22,0.58,0.68,0.61,0.65,0.34,0.24
18:00 - 19:00,0.46,0.53,0.41,0.41,0.44,0.0,0.22
19:00 - 20:00,0.87,0.73,0.92,0.41,0.34,0.29,0.51
20:00 - 21:00,0.68,0.7,1.38,0.27,0.56,0.19,0.77
21:00 - 22:00,0.7,0.31,0.63,0.48,0.39,0.29,0.46
22:00 - 23:00,0.22,0.51,0.46,0.34,0.24,0.31,0.05
23:00 - 00:00,0.29,0.17,0.22,0.31,0.24,0.17,0.02
