 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,6,38,45,60,29,51,9
01:00 - 02:00,2,34,40,53,43,38,7
02:00 - 03:00,9,49,59,62,54,47,9
03:00 - 04:00,5,47,55,62,54,44,21
04:00 - 05:00,4,41,55,58,58,49,9
05:00 - 06:00,8,51,48,53,75,41,1
06:00 - 07:00,6,25,38,20,44,26,4
07:00 - 08:00,6,9,19,17,5,10,3
08:00 - 09:00,5,6,5,6,9,3,10
09:00 - 10:00,7,30,7,11,5,10,5
10:00 - 11:00,8,22,17,15,19,8,2
11:00 - 12:00,8,16,11,15,18,9,7
12:00 - 13:00,12,13,10,10,13,3,11
13:00 - 14:00,8,8,11,7,11,4,7
14:00 - 15:00,7,15,11,4,8,2,6
15:00 - 16:00,9,9,12,10,3,3,1
16:00 - 17:00,12,7,4,7,9,0,2
17:00 - 18:00,13,8,11,8,16,3,4
18:00 - 19:00,9,11,3,8,14,2,4
19:00 - 20:00,8,9,13,13,6,0,5
20:00 - 21:00,10,18,14,23,8,4,2
21:00 - 22:00,16,30,15,48,28,3,3
22:00 - 23:00,29,52,33,46,46,6,7
23:00 - 00:00,51,55,46,60,54,9,1
