 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,67,87,75,70,55,2
01:00 - 02:00,2,54,48,56,48,28,6
02:00 - 03:00,6,21,18,15,18,15,3
03:00 - 04:00,8,9,9,13,27,5,3
04:00 - 05:00,22,16,16,24,18,5,0
05:00 - 06:00,18,26,25,23,26,5,5
06:00 - 07:00,17,33,29,16,21,10,17
07:00 - 08:00,22,22,37,20,22,11,2
08:00 - 09:00,17,24,20,25,30,0,0
09:00 - 10:00,26,29,28,27,26,3,0
10:00 - 11:00,25,27,36,34,24,1,0
11:00 - 12:00,38,67,24,20,23,2,2
12:00 - 13:00,27,25,29,29,29,0,0
13:00 - 14:00,22,24,27,28,25,1,1
14:00 - 15:00,28,54,73,70,44,0,2
15:00 - 16:00,68,57,46,52,53,2,3
16:00 - 17:00,53,48,53,53,53,0,0
17:00 - 18:00,54,46,47,64,55,3,7
18:00 - 19:00,74,52,71,67,62,4,0
19:00 - 20:00,56,59,55,60,70,2,10
20:00 - 21:00,33,39,24,38,30,6,3
21:00 - 22:00,41,71,83,74,47,8,6
22:00 - 23:00,67,57,122,47,47,4,6
23:00 - 00:00,61,89,126,85,51,8,6
