 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2.27,1.4,1.05,1.57,0.87,0.0,0.0
01:00 - 02:00,0.87,1.05,1.57,1.75,0.7,0.0,0.0
02:00 - 03:00,0.52,0.52,0.87,0.7,1.22,0.0,0.0
03:00 - 04:00,0.52,1.22,0.17,1.05,0.35,0.0,0.0
04:00 - 05:00,0.17,1.92,1.57,2.09,0.7,0.17,0.0
05:00 - 06:00,1.05,0.87,0.52,0.35,0.17,0.0,0.17
06:00 - 07:00,0.87,2.27,0.52,0.35,0.0,0.17,0.35
07:00 - 08:00,0.17,2.79,0.17,0.52,0.0,0.0,0.0
08:00 - 09:00,0.35,1.4,0.17,1.4,0.0,0.0,0.0
09:00 - 10:00,0.52,0.35,0.17,0.17,0.7,0.35,0.0
10:00 - 11:00,0.17,0.35,0.35,0.17,1.22,0.0,0.0
11:00 - 12:00,0.35,0.0,0.0,0.0,0.0,0.0,0.0
12:00 - 13:00,0.0,0.0,0.0,0.0,0.17,0.0,0.0
13:00 - 14:00,0.52,0.0,0.0,0.0,0.35,0.0,0.0
14:00 - 15:00,0.17,0.17,0.17,0.0,0.0,0.0,0.0
15:00 - 16:00,0.17,0.0,0.17,0.35,0.17,0.17,0.0
16:00 - 17:00,0.17,0.35,0.17,0.35,0.0,0.0,0.87
17:00 - 18:00,0.7,1.57,1.05,0.7,0.17,0.0,0.0
18:00 - 19:00,1.4,0.52,0.52,1.05,0.17,0.0,1.92
19:00 - 20:00,1.75,1.57,2.09,0.52,0.0,0.0,1.57
20:00 - 21:00,1.75,1.05,1.75,0.7,0.0,0.0,1.92
21:00 - 22:00,2.62,1.22,1.05,1.05,0.0,0.0,1.75
22:00 - 23:00,4.01,1.4,1.22,1.57,0.0,0.0,1.4
23:00 - 00:00,1.57,0.87,1.57,1.75,0.0,0.0,1.57
