 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.07,0.58,0.51,0.51,1.38,0.22,0.22
01:00 - 02:00,0.0,0.73,0.8,0.07,1.38,0.29,0.0
02:00 - 03:00,0.0,0.58,0.66,0.66,0.66,0.22,0.0
03:00 - 04:00,0.0,1.09,0.8,0.36,0.51,0.8,0.07
04:00 - 05:00,0.07,0.73,1.17,0.73,0.15,0.29,0.15
05:00 - 06:00,0.0,0.51,0.58,1.17,0.44,0.51,0.0
06:00 - 07:00,1.53,0.36,0.07,0.15,0.15,0.15,0.0
07:00 - 08:00,2.48,0.66,0.36,0.29,0.07,0.07,0.0
08:00 - 09:00,4.15,0.07,0.29,0.0,0.36,0.0,0.0
09:00 - 10:00,1.97,0.36,0.29,0.22,0.29,0.29,0.07
10:00 - 11:00,2.99,0.73,0.15,0.44,0.22,0.07,0.07
11:00 - 12:00,0.22,1.53,0.66,0.36,0.36,0.0,0.0
12:00 - 13:00,0.8,1.24,0.07,0.22,0.44,0.07,0.0
13:00 - 14:00,2.48,0.22,0.0,0.29,0.29,0.15,0.0
14:00 - 15:00,0.95,0.51,0.51,0.29,0.51,0.15,0.0
15:00 - 16:00,0.51,0.8,0.07,0.29,26.38,0.15,0.0
16:00 - 17:00,0.8,0.87,0.29,0.36,0.22,0.07,0.0
17:00 - 18:00,0.66,0.36,0.22,0.15,0.29,0.07,0.0
18:00 - 19:00,0.15,0.58,0.22,0.29,0.15,0.0,0.07
19:00 - 20:00,0.44,0.22,0.36,0.58,0.22,0.0,0.0
20:00 - 21:00,0.51,0.44,0.22,0.36,0.29,0.07,0.0
21:00 - 22:00,0.29,0.36,0.36,0.66,0.36,0.0,0.0
22:00 - 23:00,0.8,0.66,0.58,0.95,0.58,0.0,0.29
23:00 - 00:00,0.66,1.02,0.8,1.68,0.66,0.0,0.15
