 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,149,100,125,131,156,19,5
01:00 - 02:00,132,107,86,96,117,18,6
02:00 - 03:00,71,108,81,78,84,11,7
03:00 - 04:00,86,81,69,97,85,12,0
04:00 - 05:00,115,150,83,96,108,4,0
05:00 - 06:00,116,102,102,82,88,1,2
06:00 - 07:00,87,81,105,77,74,1,1
07:00 - 08:00,44,52,49,49,39,0,1
08:00 - 09:00,13,14,11,17,17,0,1
09:00 - 10:00,20,12,16,4,7,3,2
10:00 - 11:00,17,22,21,25,14,3,3
11:00 - 12:00,17,34,23,28,38,9,2
12:00 - 13:00,37,46,26,35,32,18,12
13:00 - 14:00,34,45,41,44,48,10,15
14:00 - 15:00,60,74,72,64,42,14,13
15:00 - 16:00,61,69,77,72,48,14,24
16:00 - 17:00,47,106,68,52,45,6,17
17:00 - 18:00,67,58,41,64,44,13,9
18:00 - 19:00,65,88,72,65,53,12,16
19:00 - 20:00,56,80,64,63,67,9,7
20:00 - 21:00,63,60,81,56,53,10,19
21:00 - 22:00,66,45,68,39,51,10,27
22:00 - 23:00,66,87,77,66,26,12,63
23:00 - 00:00,102,84,104,122,22,9,110
