 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,7,2,0,0,3,0,0
06:00 - 07:00,3,5,5,1,0,0,0
07:00 - 08:00,1,3,11,1,8,0,0
08:00 - 09:00,2,5,8,6,3,0,1
09:00 - 10:00,1,5,7,4,0,0,0
10:00 - 11:00,8,6,1,7,3,0,0
11:00 - 12:00,3,8,0,4,0,0,0
12:00 - 13:00,1,15,4,12,5,0,0
13:00 - 14:00,7,4,2,3,3,0,0
14:00 - 15:00,1,11,5,13,2,0,0
15:00 - 16:00,5,5,4,2,2,0,0
16:00 - 17:00,0,3,5,3,0,0,1
17:00 - 18:00,0,1,0,1,1,0,0
18:00 - 19:00,1,1,2,1,0,0,0
19:00 - 20:00,2,2,0,0,0,0,0
20:00 - 21:00,0,1,2,0,0,0,0
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,0,0,0,0,0,0,0
23:00 - 00:00,0,0,0,0,0,0,0
