 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,6,5,2,4,0,0
01:00 - 02:00,1,0,6,0,2,0,0
02:00 - 03:00,6,0,0,0,1,0,1
03:00 - 04:00,0,0,2,6,0,0,0
04:00 - 05:00,0,0,0,0,2,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,1,0,0,0,0,0
07:00 - 08:00,0,0,0,5,1,0,0
08:00 - 09:00,3,5,12,6,9,0,0
09:00 - 10:00,21,6,9,7,22,0,0
10:00 - 11:00,30,40,40,19,30,0,0
11:00 - 12:00,14,13,4,5,4,0,0
12:00 - 13:00,9,23,13,11,13,0,2
13:00 - 14:00,13,8,5,3,9,1,0
14:00 - 15:00,7,13,3,15,8,4,0
15:00 - 16:00,7,11,8,13,11,0,0
16:00 - 17:00,20,1,13,4,5,0,1
17:00 - 18:00,0,1,6,2,9,0,0
18:00 - 19:00,1,3,0,9,1,0,12
19:00 - 20:00,1,1,5,1,0,0,1
20:00 - 21:00,1,1,1,0,0,0,0
21:00 - 22:00,5,0,0,4,4,0,3
22:00 - 23:00,7,1,1,3,3,0,0
23:00 - 00:00,6,3,3,4,0,7,1
